utterance_id,timestamp,name,group,date,block_index,llm_label,llm_engagement,llm_reference
997,23:50,Shreen,Isabel Shreen Julian William,1.24,97,Uncorrelated,,
998,23:50,Isabel,Isabel Shreen Julian William,1.24,97,Uncorrelated,,
999,23:50,Julian,Isabel Shreen Julian William,1.24,97,Uncorrelated,,
1000,25:36,Shreen,Isabel Shreen Julian William,1.24,98,Uncorrelated,,
1001,25:36,Julian,Isabel Shreen Julian William,1.24,98,Uncorrelated,,
1002,25:36,Shreen,Isabel Shreen Julian William,1.24,98,Explain Own Idea,,
1003,25:36,Julian,Isabel Shreen Julian William,1.24,98,Engage Others Idea,HIGH,Shreen
1004,25:36,Shreen,Isabel Shreen Julian William,1.24,98,Uncorrelated,,
1005,25:36,Julian,Isabel Shreen Julian William,1.24,98,Explain Own Idea,,
1006,25:36,William,Isabel Shreen Julian William,1.24,98,Explain Own Idea,,
1007,25:36,Shreen,Isabel Shreen Julian William,1.24,98,Uncorrelated,,
1008,25:36,Julian,Isabel Shreen Julian William,1.24,98,Uncorrelated,,
1009,25:36,Isabel,Isabel Shreen Julian William,1.24,98,Uncorrelated,,
1010,25:36,Julian,Isabel Shreen Julian William,1.24,98,Uncorrelated,,
1011,25:36,Isabel,Isabel Shreen Julian William,1.24,98,Uncorrelated,,
1012,25:36,Julian,Isabel Shreen Julian William,1.24,98,Uncorrelated,,
1013,25:36,Isabel,Isabel Shreen Julian William,1.24,98,Engage Others Idea,LOW,Julian
1014,25:36,Group,Isabel Shreen Julian William,1.24,98,Uncorrelated,,
1015,27:40,Isabel,Isabel Shreen Julian William,1.24,99,Uncorrelated,,
1016,27:40,William,Isabel Shreen Julian William,1.24,99,Uncorrelated,,
1017,27:40,Shreen,Isabel Shreen Julian William,1.24,99,Uncorrelated,,
1018,27:40,Julian,Isabel Shreen Julian William,1.24,99,Uncorrelated,,
1019,27:40,Isabel,Isabel Shreen Julian William,1.24,99,Uncorrelated,,
1020,27:40,Shreen,Isabel Shreen Julian William,1.24,99,Uncorrelated,,
1021,27:40,Isabel,Isabel Shreen Julian William,1.24,99,Uncorrelated,,
1022,27:40,Shreen,Isabel Shreen Julian William,1.24,99,Uncorrelated,,
1023,27:40,Isabel,Isabel Shreen Julian William,1.24,99,Engage Others Idea,LOW,Julian
1024,27:40,Julian,Isabel Shreen Julian William,1.24,99,Uncorrelated,,
1025,27:40,Isabel,Isabel Shreen Julian William,1.24,99,Uncorrelated,,
1026,27:40,Julian,Isabel Shreen Julian William,1.24,99,Uncorrelated,,
1027,27:40,Isabel,Isabel Shreen Julian William,1.24,99,Uncorrelated,,
1028,27:40,Group,Isabel Shreen Julian William,1.24,99,Uncorrelated,,
1029,31:01,Julian,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1030,31:01,Shreen,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1031,31:01,Both,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1032,31:01,Julian,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1033,31:01,Shreen,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1034,31:01,Julian,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1035,31:01,Shreen,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1036,31:01,Julian,Isabel Shreen Julian William,1.24,100,Engage Others Idea,HIGH,Shreen
1037,31:01,Isabel,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1038,31:01,Julian,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1039,31:01,Shreen,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1040,31:01,Julian,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1041,31:01,Shreen,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1042,31:01,Julian,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1043,31:01,Shreen,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1044,31:01,Julian,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1045,31:01,Shreen,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1046,31:01,Julian,Isabel Shreen Julian William,1.24,100,Engage Others Idea,HIGH,Shreen
1047,31:01,Shreen,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1048,31:01,Julian,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1049,31:01,Isabel,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1050,31:01,Julian,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1051,31:01,Isabel,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1052,31:01,Julian,Isabel Shreen Julian William,1.24,100,Uncorrelated,,
1053,31:01,Shreen,Isabel Shreen Julian William,1.24,100,Engage Others Idea,LOW,Julian
1054,34:29,Shreen,Isabel Shreen Julian William,1.24,101,Uncorrelated,,
1055,34:29,Isabel,Isabel Shreen Julian William,1.24,101,Uncorrelated,,
1056,34:29,Shreen,Isabel Shreen Julian William,1.24,101,Uncorrelated,,
1057,34:29,Isabel,Isabel Shreen Julian William,1.24,101,Uncorrelated,,
1058,34:29,Shreen,Isabel Shreen Julian William,1.24,101,Uncorrelated,,
1059,34:29,Isabel,Isabel Shreen Julian William,1.24,101,Uncorrelated,,
1060,34:29,Shreen,Isabel Shreen Julian William,1.24,101,Uncorrelated,,
1061,34:29,Julian,Isabel Shreen Julian William,1.24,101,Uncorrelated,,
1062,34:29,Shreen,Isabel Shreen Julian William,1.24,101,Uncorrelated,,
1063,34:29,William,Isabel Shreen Julian William,1.24,101,Uncorrelated,,
1064,34:29,Shreen,Isabel Shreen Julian William,1.24,101,Uncorrelated,,
1065,34:29,Julian,Isabel Shreen Julian William,1.24,101,Uncorrelated,,
1066,34:29,Isabel,Isabel Shreen Julian William,1.24,101,Uncorrelated,,
1067,34:29,Shreen,Isabel Shreen Julian William,1.24,101,Uncorrelated,,
1068,0:00,Shreen,Isabel Shreen Julian William,1.24,102,Uncorrelated,,
1069,0:00,T,Isabel Shreen Julian William,1.24,102,Uncorrelated,,
1070,0:00,Shreen,Isabel Shreen Julian William,1.24,102,Explain Own Idea,,
1071,0:00,T,Isabel Shreen Julian William,1.24,102,Uncorrelated,,
1072,0:00,Shreen,Isabel Shreen Julian William,1.24,102,Uncorrelated,,
1073,0:00,T,Isabel Shreen Julian William,1.24,102,Uncorrelated,,
1074,0:00,Shreen,Isabel Shreen Julian William,1.24,102,Uncorrelated,,
1075,13:48,Melissa,Melissa Esther,1.24,103,Uncorrelated,,
1076,13:48,Esther,Melissa Esther,1.24,103,Uncorrelated,,
1077,13:48,Melissa,Melissa Esther,1.24,103,Uncorrelated,,
1078,14:20,Esther,Melissa Esther,1.24,104,Uncorrelated,,
1079,14:20,Melissa,Melissa Esther,1.24,104,Uncorrelated,,
1080,14:20,T,Melissa Esther,1.24,104,Uncorrelated,,
1081,14:20,Both,Melissa Esther,1.24,104,Uncorrelated,,
1082,14:20,T,Melissa Esther,1.24,104,Uncorrelated,,
1083,14:38,Melissa,Melissa Esther,1.24,105,Explain Own Idea,,
1084,14:38,Esther,Melissa Esther,1.24,105,Uncorrelated,,
1085,15:05,Melissa,Melissa Esther,1.24,106,Uncorrelated,,
1086,15:05,Esther,Melissa Esther,1.24,106,Uncorrelated,,
1087,15:05,Melissa,Melissa Esther,1.24,106,Explain Own Idea,,
1088,15:05,Esther,Melissa Esther,1.24,106,Uncorrelated,,
1089,15:05,Melissa,Melissa Esther,1.24,106,Uncorrelated,,
1090,15:05,Esther,Melissa Esther,1.24,106,Uncorrelated,,
1091,15:05,Melissa,Melissa Esther,1.24,106,Engage Others Idea,HIGH,Esther
1092,15:05,Esther,Melissa Esther,1.24,106,Uncorrelated,,
1093,16:05,Esther,Melissa Esther,1.24,107,Uncorrelated,,
1094,16:05,Melissa,Melissa Esther,1.24,107,Explain Own Idea,,
1095,16:05,Esther,Melissa Esther,1.24,107,Uncorrelated,,
1096,16:05,Melissa,Melissa Esther,1.24,107,Uncorrelated,,
1097,16:05,Esther,Melissa Esther,1.24,107,Uncorrelated,,
1098,17:58,Esther,Melissa Esther,1.24,108,Uncorrelated,,
1099,17:58,Melissa,Melissa Esther,1.24,108,Uncorrelated,,
1100,17:58,Esther,Melissa Esther,1.24,108,Uncorrelated,,
1101,17:58,Melissa,Melissa Esther,1.24,108,Uncorrelated,,
1102,19:30,Esther,Melissa Esther,1.24,109,Uncorrelated,,
1103,19:30,Melissa,Melissa Esther,1.24,109,Uncorrelated,,
1104,19:37,Esther,Melissa Esther,1.24,110,Uncorrelated,,
1105,19:37,Melissa,Melissa Esther,1.24,110,Uncorrelated,,
1106,19:37,Esther,Melissa Esther,1.24,110,Engage Others Idea,HIGH,Melissa
1107,19:37,Melissa,Melissa Esther,1.24,110,Uncorrelated,,
1108,19:37,Esther,Melissa Esther,1.24,110,Uncorrelated,,
1109,19:37,Melissa,Melissa Esther,1.24,110,Uncorrelated,,
1110,19:37,Esther,Melissa Esther,1.24,110,Uncorrelated,,
1111,19:37,Melissa,Melissa Esther,1.24,110,Uncorrelated,,
1112,19:37,Esther,Melissa Esther,1.24,110,Explain Own Idea,,
1113,19:37,Melissa,Melissa Esther,1.24,110,Uncorrelated,,
1114,19:37,Esther,Melissa Esther,1.24,110,Uncorrelated,,
1115,19:37,Melissa,Melissa Esther,1.24,110,Uncorrelated,,
1116,21:18,Melissa,Melissa Esther,1.24,111,Uncorrelated,,
1117,21:18,Melissa,Melissa Esther,1.24,111,Uncorrelated,,
1118,21:18,Esther,Melissa Esther,1.24,111,Uncorrelated,,
1119,21:18,Both,Melissa Esther,1.24,111,Uncorrelated,,
1120,21:18,Esther,Melissa Esther,1.24,111,Uncorrelated,,
1121,21:56,Melissa,Melissa Esther,1.24,112,Uncorrelated,,
1122,21:56,Esther,Melissa Esther,1.24,112,Uncorrelated,,
1123,21:56,Both,Melissa Esther,1.24,112,Uncorrelated,,
1124,23:25,Esther,Melissa Esther,1.24,113,Uncorrelated,,
1125,23:25,Both,Melissa Esther,1.24,113,Uncorrelated,,
1126,23:25,Melissa,Melissa Esther,1.24,113,Uncorrelated,,
1127,23:25,Esther,Melissa Esther,1.24,113,Uncorrelated,,
1128,23:25,Melissa,Melissa Esther,1.24,113,Uncorrelated,,
1129,23:25,Esther,Melissa Esther,1.24,113,Uncorrelated,,
1130,23:25,Melissa,Melissa Esther,1.24,113,Uncorrelated,,
1131,23:25,Esther,Melissa Esther,1.24,113,Uncorrelated,,
1132,23:25,Both,Melissa Esther,1.24,113,Uncorrelated,,
1133,23:25,Melissa,Melissa Esther,1.24,113,Uncorrelated,,
1134,23:25,Esther,Melissa Esther,1.24,113,Uncorrelated,,
1135,23:25,Melissa,Melissa Esther,1.24,113,Uncorrelated,,
1136,23:25,Esther,Melissa Esther,1.24,113,Uncorrelated,,
1137,23:25,Melissa,Melissa Esther,1.24,113,Uncorrelated,,
1138,23:25,Esther,Melissa Esther,1.24,113,Uncorrelated,,
1139,23:25,Melissa,Melissa Esther,1.24,113,Engage Others Idea,LOW,Esther
1140,23:25,Esther,Melissa Esther,1.24,113,Uncorrelated,,
1141,23:25,Melissa,Melissa Esther,1.24,113,Uncorrelated,,
1142,23:25,Esther,Melissa Esther,1.24,113,Engage Others Idea,LOW,Melissa
1143,27:00,Melissa,Melissa Esther,1.24,114,Uncorrelated,,
1144,27:00,Both,Melissa Esther,1.24,114,Uncorrelated,,
1145,27:00,Esther,Melissa Esther,1.24,114,Uncorrelated,,
1146,27:00,Melissa,Melissa Esther,1.24,114,Uncorrelated,,
1147,27:00,Esther,Melissa Esther,1.24,114,Uncorrelated,,
1148,27:00,Melissa,Melissa Esther,1.24,114,Uncorrelated,,
1149,27:00,Esther,Melissa Esther,1.24,114,Uncorrelated,,
1150,27:00,Melissa,Melissa Esther,1.24,114,Engage Others Idea,HIGH,Esther
1151,27:00,Esther,Melissa Esther,1.24,114,Uncorrelated,,
1152,27:00,Melissa,Melissa Esther,1.24,114,Uncorrelated,,
1153,27:00,Esther,Melissa Esther,1.24,114,Uncorrelated,,
1154,27:00,Melissa,Melissa Esther,1.24,114,Uncorrelated,,
1155,27:00,Esther,Melissa Esther,1.24,114,Uncorrelated,,
1156,27:00,Melissa,Melissa Esther,1.24,114,Uncorrelated,,
1157,27:00,Esther,Melissa Esther,1.24,114,Uncorrelated,,
1158,27:00,Both,Melissa Esther,1.24,114,Uncorrelated,,
1159,27:00,Esther,Melissa Esther,1.24,114,Uncorrelated,,
1160,27:00,Melissa,Melissa Esther,1.24,114,Explain Own Idea,,
1161,27:00,Esther,Melissa Esther,1.24,114,Uncorrelated,,
1162,27:00,Melissa,Melissa Esther,1.24,114,Uncorrelated,,
1163,27:00,Esther,Melissa Esther,1.24,114,Uncorrelated,,
1164,31:00,Melissa,Melissa Esther,1.24,115,Uncorrelated,,
1165,31:00,Both,Melissa Esther,1.24,115,Uncorrelated,,
1166,31:00,Melissa,Melissa Esther,1.24,115,Uncorrelated,,
1167,31:00,Esther,Melissa Esther,1.24,115,Uncorrelated,,
1168,32:00,T,Melissa Esther,1.24,116,Uncorrelated,,
1169,32:00,Melissa,Melissa Esther,1.24,116,Uncorrelated,,
1170,32:00,Esther,Melissa Esther,1.24,116,Uncorrelated,,
1171,32:00,T,Melissa Esther,1.24,116,Engage Others Idea,MEDIUM,Melissa
1172,32:00,Melissa,Melissa Esther,1.24,116,Explain Own Idea,,
1173,32:00,T,Melissa Esther,1.24,116,Engage Others Idea,MEDIUM,Melissa
1174,32:00,Melissa,Melissa Esther,1.24,116,Uncorrelated,,
1175,32:00,T,Melissa Esther,1.24,116,Uncorrelated,,
1176,32:00,Melissa,Melissa Esther,1.24,116,Explain Own Idea,,
1177,32:00,T,Melissa Esther,1.24,116,Engage Others Idea,LOW,Melissa
1178,32:00,Both,Melissa Esther,1.24,116,Uncorrelated,,
1179,32:00,T,Melissa Esther,1.24,116,Engage Others Idea,MEDIUM,Previous Speaker
1180,32:00,Melissa,Melissa Esther,1.24,116,Explain Own Idea,,
1181,32:00,T,Melissa Esther,1.24,116,Engage Others Idea,MEDIUM,Melissa
1182,33:00,Both,Melissa Esther,1.24,117,Uncorrelated,,
1183,33:00,T,Melissa Esther,1.24,117,Engage Others Idea,MEDIUM,Both
1184,33:00,Both,Melissa Esther,1.24,117,Engage Others Idea,LOW,T
1185,33:00,T,Melissa Esther,1.24,117,Engage Others Idea,MEDIUM,Both
1186,33:00,Melissa,Melissa Esther,1.24,117,Uncorrelated,,
1187,33:00,T,Melissa Esther,1.24,117,Engage Others Idea,MEDIUM,Melissa
1188,33:00,Both,Melissa Esther,1.24,117,Uncorrelated,,
1189,33:00,T,Melissa Esther,1.24,117,Explain Own Idea,,
1190,33:00,Both,Melissa Esther,1.24,117,Uncorrelated,,
1191,33:00,T,Melissa Esther,1.24,117,Engage Others Idea,MEDIUM,Both
1192,33:00,Melissa,Melissa Esther,1.24,117,Engage Others Idea,LOW,T
1193,33:00,T,Melissa Esther,1.24,117,Uncorrelated,,
1194,33:00,Both,Melissa Esther,1.24,117,Uncorrelated,,
1195,33:00,T,Melissa Esther,1.24,117,Uncorrelated,,
1196,33:00,T,Melissa Esther,1.24,117,Uncorrelated,,
1197,33:00,Esther,Melissa Esther,1.24,117,Uncorrelated,,
1198,33:00,T,Melissa Esther,1.24,117,Uncorrelated,,
1199,33:00,Esther,Melissa Esther,1.24,117,Explain Own Idea,,
1200,33:00,T,Melissa Esther,1.24,117,Uncorrelated,,
1201,33:00,Melissa,Melissa Esther,1.24,117,Uncorrelated,,
1202,33:00,Esther,Melissa Esther,1.24,117,Uncorrelated,,
1203,33:00,T,Melissa Esther,1.24,117,Engage Others Idea,MEDIUM,Melissa
1204,33:00,Melissa,Melissa Esther,1.24,117,Uncorrelated,,
1205,33:00,T,Melissa Esther,1.24,117,Uncorrelated,,
1206,33:00,Melissa,Melissa Esther,1.24,117,Uncorrelated,,
1207,33:00,T,Melissa Esther,1.24,117,Uncorrelated,,
1208,33:00,Melissa,Melissa Esther,1.24,117,Uncorrelated,,
1209,33:00,T,Melissa Esther,1.24,117,Engage Others Idea,MEDIUM,Melissa
1210,33:00,Esther,Melissa Esther,1.24,117,Uncorrelated,,
1211,33:00,Melissa,Melissa Esther,1.24,117,Uncorrelated,,
1212,33:00,Esther,Melissa Esther,1.24,117,Uncorrelated,,
1213,33:00,T,Melissa Esther,1.24,117,Uncorrelated,,
1214,33:00,Esther,Melissa Esther,1.24,117,Uncorrelated,,
1215,33:00,T,Melissa Esther,1.24,117,Uncorrelated,,
1216,33:00,Esther,Melissa Esther,1.24,117,Uncorrelated,,
1217,33:00,T,Melissa Esther,1.24,117,Uncorrelated,,
1218,33:00,Esther,Melissa Esther,1.24,117,Uncorrelated,,
1219,33:00,T,Melissa Esther,1.24,117,Engage Others Idea,MEDIUM,Esther
1220,33:00,Esther,Melissa Esther,1.24,117,Uncorrelated,,
1221,33:00,T,Melissa Esther,1.24,117,Engage Others Idea,MEDIUM,Esther
1222,33:00,Esther,Melissa Esther,1.24,117,Uncorrelated,,
1223,33:00,T,Melissa Esther,1.24,117,Uncorrelated,,
1224,33:00,Esther,Melissa Esther,1.24,117,Uncorrelated,,
1225,33:00,Melissa,Melissa Esther,1.24,117,Uncorrelated,,
1226,33:00,Esther,Melissa Esther,1.24,117,Uncorrelated,,
1227,36:00,Melissa,Melissa Esther,1.24,118,Uncorrelated,,
1228,36:00,Esther,Melissa Esther,1.24,118,Uncorrelated,,
1229,36:00,Melissa,Melissa Esther,1.24,118,Uncorrelated,,
1230,36:00,Esther,Melissa Esther,1.24,118,Engage Others Idea,LOW,Melissa
1231,36:00,Melissa,Melissa Esther,1.24,118,Uncorrelated,,
1232,36:00,Esther,Melissa Esther,1.24,118,Uncorrelated,,
1233,36:00,Melissa,Melissa Esther,1.24,118,Uncorrelated,,
1234,36:00,Melissa,Melissa Esther,1.24,118,Uncorrelated,,
1235,36:00,Esther,Melissa Esther,1.24,118,Explain Own Idea,,
1236,36:00,Both,Melissa Esther,1.24,118,Uncorrelated,,
1237,36:00,Esther,Melissa Esther,1.24,118,Uncorrelated,,
1238,36:00,Melissa,Melissa Esther,1.24,118,Explain Own Idea,,
1239,36:00,Esther,Melissa Esther,1.24,118,Uncorrelated,,
1240,36:00,Both,Melissa Esther,1.24,118,Uncorrelated,,
1241,39:10,T,Melissa Esther,1.24,119,Uncorrelated,,
1242,39:10,Esther,Melissa Esther,1.24,119,Uncorrelated,,
1243,39:10,Melissa,Melissa Esther,1.24,119,Uncorrelated,,
1244,39:10,Esther,Melissa Esther,1.24,119,Uncorrelated,,
1245,39:10,Melissa,Melissa Esther,1.24,119,Engage Others Idea,MEDIUM,Esther
1246,39:10,Esther,Melissa Esther,1.24,119,Uncorrelated,,
1247,39:10,Melissa,Melissa Esther,1.24,119,Uncorrelated,,
1248,39:10,Esther,Melissa Esther,1.24,119,Uncorrelated,,
1249,39:10,Melissa,Melissa Esther,1.24,119,Uncorrelated,,
1250,39:10,Esther,Melissa Esther,1.24,119,Uncorrelated,,
1251,39:10,Melissa,Melissa Esther,1.24,119,Uncorrelated,,
1252,39:10,T,Melissa Esther,1.24,119,Uncorrelated,,
1253,0:00,Esther,Melissa Esther,1.24,120,Uncorrelated,,
1254,0:00,T,Melissa Esther,1.24,120,Uncorrelated,,
1255,0:00,Melissa,Melissa Esther,1.24,120,Uncorrelated,,
1256,0:47,Both,Ruben Marco,1.24,121,Uncorrelated,,
1257,0:47,Marco,Ruben Marco,1.24,121,Explain Own Idea,,
1258,0:47,Ruben,Ruben Marco,1.24,121,Uncorrelated,,
1259,0:47,Marco,Ruben Marco,1.24,121,Explain Own Idea,,
1260,0:47,Ruben,Ruben Marco,1.24,121,Uncorrelated,,
1261,0:47,Marco,Ruben Marco,1.24,121,Explain Own Idea,,
1262,0:47,Ruben,Ruben Marco,1.24,121,Uncorrelated,,
1263,0:47,Both,Ruben Marco,1.24,121,Uncorrelated,,
1264,0:47,Ruben,Ruben Marco,1.24,121,Uncorrelated,,
1265,0:47,Both,Ruben Marco,1.24,121,Explain Own Idea,,
1266,0:47,Marco,Ruben Marco,1.24,121,Uncorrelated,,
1267,0:47,Ruben,Ruben Marco,1.24,121,Engage Others Idea,LOW,Marco
1268,0:47,Marco,Ruben Marco,1.24,121,Uncorrelated,,
1269,0:47,Ruben,Ruben Marco,1.24,121,Explain Own Idea,,
1270,0:47,Marco,Ruben Marco,1.24,121,Uncorrelated,,
1271,0:47,Ruben,Ruben Marco,1.24,121,Uncorrelated,,
1272,0:47,Marco,Ruben Marco,1.24,121,Uncorrelated,,
1273,0:47,Ruben,Ruben Marco,1.24,121,Uncorrelated,,
1274,0:47,Marco,Ruben Marco,1.24,121,Uncorrelated,,
1275,0:47,Ruben,Ruben Marco,1.24,121,Engage Others Idea,HIGH,Marco
1276,0:47,Marco,Ruben Marco,1.24,121,Explain Own Idea,,
1277,0:47,Ruben,Ruben Marco,1.24,121,Uncorrelated,,
1278,2:59,Marco,Ruben Marco,1.24,122,Uncorrelated,,
1279,2:59,Ruben,Ruben Marco,1.24,122,Engage Others Idea,MEDIUM,Marco
1280,2:59,Ruben,Ruben Marco,1.24,122,Uncorrelated,,
1281,2:59,Marco,Ruben Marco,1.24,122,Engage Others Idea,LOW,Ruben
1282,2:59,Ruben,Ruben Marco,1.24,122,Explain Own Idea,,
1283,2:59,Marco,Ruben Marco,1.24,122,Engage Others Idea,LOW,Ruben
1284,2:59,Ruben,Ruben Marco,1.24,122,Uncorrelated,,
1285,2:59,Marco,Ruben Marco,1.24,122,Uncorrelated,,
1286,2:59,Ruben,Ruben Marco,1.24,122,Uncorrelated,,
1287,2:59,Marco,Ruben Marco,1.24,122,Uncorrelated,,
1288,2:59,Ruben,Ruben Marco,1.24,122,Uncorrelated,,
1289,2:59,Marco,Ruben Marco,1.24,122,Explain Own Idea,,
1290,2:59,Ruben,Ruben Marco,1.24,122,Explain Own Idea,,
1291,4:48,Marco,Ruben Marco,1.24,123,Uncorrelated,,
1292,4:48,Ruben,Ruben Marco,1.24,123,Uncorrelated,,
1293,4:48,Marco,Ruben Marco,1.24,123,Uncorrelated,,
1294,4:48,Ruben,Ruben Marco,1.24,123,Uncorrelated,,
1295,4:48,Marco,Ruben Marco,1.24,123,Uncorrelated,,
1296,4:48,Ruben,Ruben Marco,1.24,123,Uncorrelated,,
1297,4:48,Marco,Ruben Marco,1.24,123,Explain Own Idea,,
1298,4:48,Ruben,Ruben Marco,1.24,123,Engage Others Idea,MEDIUM,Marco
1299,4:48,Marco,Ruben Marco,1.24,123,Engage Others Idea,MEDIUM,Ruben
1300,4:48,Ruben,Ruben Marco,1.24,123,Uncorrelated,,
1301,4:48,Marco,Ruben Marco,1.24,123,Uncorrelated,,
1302,6:50,Marco,Ruben Marco,1.24,124,Uncorrelated,,
1303,6:50,Ruben,Ruben Marco,1.24,124,Uncorrelated,,
1304,6:50,Marco,Ruben Marco,1.24,124,Uncorrelated,,
1305,6:50,Ruben,Ruben Marco,1.24,124,Uncorrelated,,
1306,6:50,Marco,Ruben Marco,1.24,124,Uncorrelated,,
1307,6:50,Ruben,Ruben Marco,1.24,124,Engage Others Idea,LOW,Marco
1308,6:50,Marco,Ruben Marco,1.24,124,Explain Own Idea,,
1309,6:50,Ruben,Ruben Marco,1.24,124,Uncorrelated,,
1310,6:50,Marco,Ruben Marco,1.24,124,Uncorrelated,,
1311,6:50,Ruben,Ruben Marco,1.24,124,Explain Own Idea,,
1312,6:50,Marco,Ruben Marco,1.24,124,Explain Own Idea,,
1313,6:50,Ruben,Ruben Marco,1.24,124,Engage Others Idea,HIGH,Marco
1314,6:50,Marco,Ruben Marco,1.24,124,Uncorrelated,,
1315,8:18,Ruben,Ruben Marco,1.24,125,Engage Others Idea,HIGH,Previous Speaker
1316,8:18,Marco,Ruben Marco,1.24,125,Uncorrelated,,
1317,8:18,Ruben,Ruben Marco,1.24,125,Engage Others Idea,LOW,Marco
1318,8:18,Both,Ruben Marco,1.24,125,Uncorrelated,,
1319,8:18,Ruben,Ruben Marco,1.24,125,Engage Others Idea,MEDIUM,Previous Speaker
1320,8:18,Ruben,Ruben Marco,1.24,125,Explain Own Idea,,
1321,8:18,Marco,Ruben Marco,1.24,125,Uncorrelated,,
1322,10:30,Marco,Ruben Marco,1.24,126,Uncorrelated,,
1323,10:30,Ruben,Ruben Marco,1.24,126,Uncorrelated,,
1324,10:30,Marco,Ruben Marco,1.24,126,Uncorrelated,,
1325,10:30,Ruben,Ruben Marco,1.24,126,Engage Others Idea,LOW,Marco
1326,11:36,Marco,Ruben Marco,1.24,127,Uncorrelated,,
1327,11:36,Ruben,Ruben Marco,1.24,127,Uncorrelated,,
1328,11:36,Ruben,Ruben Marco,1.24,127,Uncorrelated,,
1329,11:36,Ruben,Ruben Marco,1.24,127,Uncorrelated,,
1330,11:36,Marco,Ruben Marco,1.24,127,Uncorrelated,,
1331,11:36,Ruben,Ruben Marco,1.24,127,Uncorrelated,,
1332,13:18,Ruben,Ruben Marco,1.24,128,Uncorrelated,,
1333,13:18,Marco,Ruben Marco,1.24,128,Uncorrelated,,
1334,13:18,Ruben,Ruben Marco,1.24,128,Uncorrelated,,
1335,13:18,Marco,Ruben Marco,1.24,128,Uncorrelated,,
1336,13:18,Ruben,Ruben Marco,1.24,128,Uncorrelated,,
1337,13:18,Marco,Ruben Marco,1.24,128,Uncorrelated,,
1338,13:18,Ruben,Ruben Marco,1.24,128,Uncorrelated,,
1339,13:18,Marco,Ruben Marco,1.24,128,Uncorrelated,,
1340,13:18,Ruben,Ruben Marco,1.24,128,Uncorrelated,,
1341,16:24,Ruben,Ruben Marco,1.24,129,Engage Others Idea,MEDIUM,Marco
1342,16:24,Marco,Ruben Marco,1.24,129,Explain Own Idea,,
1343,16:24,Ruben,Ruben Marco,1.24,129,Uncorrelated,,
1344,16:24,Marco,Ruben Marco,1.24,129,Uncorrelated,,
1345,16:24,Ruben,Ruben Marco,1.24,129,Uncorrelated,,
1346,16:24,Marco,Ruben Marco,1.24,129,Uncorrelated,,
1347,16:24,Ruben,Ruben Marco,1.24,129,Explain Own Idea,,
1348,16:24,Marco,Ruben Marco,1.24,129,Uncorrelated,,
1349,16:24,Ruben,Ruben Marco,1.24,129,Explain Own Idea,,
1350,19:30,Ruben,Ruben Marco,1.24,130,Uncorrelated,,
1351,19:30,Marco,Ruben Marco,1.24,130,Uncorrelated,,
1352,19:30,Ruben,Ruben Marco,1.24,130,Uncorrelated,,
1353,19:30,Marco,Ruben Marco,1.24,130,Uncorrelated,,
1354,19:30,Ruben,Ruben Marco,1.24,130,Uncorrelated,,
1355,19:30,Marco,Ruben Marco,1.24,130,Engage Others Idea,HIGH,Ruben
1356,19:30,Ruben,Ruben Marco,1.24,130,Uncorrelated,,
1357,19:30,Marco,Ruben Marco,1.24,130,Uncorrelated,,
1358,19:30,Ruben,Ruben Marco,1.24,130,Uncorrelated,,
1359,19:30,Ruben,Ruben Marco,1.24,130,Uncorrelated,,
1360,19:30,Marco,Ruben Marco,1.24,130,Engage Others Idea,LOW,Ruben
1361,22:00,T,Ruben Marco,1.24,131,Uncorrelated,,
1362,22:00,Ruben,Ruben Marco,1.24,131,Uncorrelated,,
1363,22:00,Marco,Ruben Marco,1.24,131,Uncorrelated,,
1364,22:00,T,Ruben Marco,1.24,131,Uncorrelated,,
1365,22:00,Ruben,Ruben Marco,1.24,131,Uncorrelated,,
1366,22:00,T,Ruben Marco,1.24,131,Uncorrelated,,
1367,22:00,Ruben,Ruben Marco,1.24,131,Uncorrelated,,
1368,22:00,T,Ruben Marco,1.24,131,Uncorrelated,,
1369,22:00,Marco,Ruben Marco,1.24,131,Explain Own Idea,,
